website;size;html;css;js
boldsky.com;5120538;6642;5195;56497
bolasport.com;15908896;3004;4669;206370
boerse-online.de;7975917;5262;29538;145881
boersennews.de;7634188;2809;39145;106889
bodyspinner.co;1855193;1938;58676;167
bodog.com;5801661;4121;17263;69372
bne.com.au;3997983;1105;22042;44766
bmw-m.com;6275021;1348;42961;72501
euroki.org;5342193;4505;16334;100539
drwindows.de;1833013;407;7437;24616
daraz.pk;9313172;6107;4143;90822
cumhot.org;3026452;930;2292;42339
coinlore.com;4410250;9501;11977;86439
cobone.com;7215344;8472;23789;72481
cnabrasil.org.br;3466446;849;12626;4132
clipsal.com;18198392;3264;69995;248057
clasf.com.br;925834;1;8766;11612
clarins.fr;9510919;8;46219;117071
cjd.de;4053358;545;13104;50394
cittaceleste.it;16336591;3045;19319;218479
citibank.pl;4331220;1535;27344;32458
cifraclub.com.br;9595715;8057;26701;151226
chrono24.it;3184795;28252;200;38328
chrono24.com.au;3306213;28251;200;38328
chollometro.com;4529535;4;12272;80501
chintaistyle.jp;4120160;6542;12093;30423
childcare.co.uk;3627526;2055;23266;43445
chiangraifocus.com;6724324;2;0;108920
chesspuzzle.net;8388656;1762;25939;169801
checko.ru;1809503;521;13807;22221
cheboksary.ru;2088277;773;8436;9971
charmin.com;7877232;1082;46683;66846
chapagha.com;5353470;3743;28627;60627
channel24bd.tv;949243;3873;24969;65
cbsnews.com;9515225;5460;23798;145360
casinoz.club;6192891;6033;56351;76804
carlow.edu;3785306;1623;19627;38536
careerindia.com;8566144;7719;8933;80385
caranddriver.com;11355448;11221;3573;163585
capitalmexico.com.mx;16859608;3799;34787;234671
canvaspeople.com;9420052;3165;41222;98794
canligaste.com;5798656;13122;575;92608
cammodels.com;16286945;684;200;217419
cambly.com;10873606;240;18421;192586
caliberhomeloans.com;5677170;4863;38976;48007
cafago.com;9211686;4760;13547;163390
bybt.com;7707523;1202;30973;113586
businessinsider.in;3760785;97;200;64924
bunte.de;5067525;3892;8712;94413
bullionstar.com;13309349;8;38178;31573
btctimes.com;5028921;7745;9294;45288
brazzersplus.com;12761532;1018;5617;131329
bovada.lv;6471652;2672;20162;88372
boston.com;6729539;3027;200;26376
boligsiden.dk;3074197;540;17665;49829
bolgegundem.com;5777742;5589;1714;73855
bodog.eu;6239313;325;18302;88925
board4all.biz;1500421;1308;298;17723
cityspidey.com;9583;10;200;0
christie.nhs.uk;2403196;492;444;29186
buy123.com.tw;7760726;21191;27162;98447
brownbook.net;6321060;1067;3685;117321
bplay.org;19597865;479;75316;173229
botox.com;3308756;454;273;51579
chillysbottles.com;8783369;1817;19609;111054
soyvida.com;4393850;5588;200;71086
my-meego.com;1445081;131;2630;23850
faucetduck.com;3643032;7;22075;52951
spanklivesex.com;17728248;14;200;245910
daikin.co.id;6417641;2169;60853;39829
charkhoneh.com;7437;0;0;139
cargames.com;3292727;775;382;54336
cafecasino.lv;5185546;3375;200;72476
boomlive.in;6184870;8334;5932;86143
bmwhk.com;6473081;4681;39588;65623
bmw.ru;13129096;8255;46422;173604
bmw.nl;20061159;11373;45389;265939
bmw.it;8700063;11460;41371;92306
bmw.in;7800438;5905;42374;96010
bmw.gr;7977700;5097;56142;93479
bmw.fr;8550274;13028;40084;84771
bmw.es;8702550;13630;41293;87065
bmw.de;10858429;14068;41101;123772
bmw.com.tw;16734526;12170;71818;228380
bmw.com.tr;6965315;6628;40756;66851
bmw.com.my;10916229;10891;44757;110938
bmw.com.mx;9512694;13217;40164;90907
bmw.com;16734526;12170;71818;228380
bmw.co.za;7910572;9530;41371;84683
bmw.co.uk;8219242;10278;45957;88971
bmw.co.th;8165668;6893;39510;90038
bmw.co.kr;7525393;7891;40164;85130
bmw.co.jp;10657131;13148;41371;91048
bmw.ch;8703646;14407;41021;83888
bmw.ca;9158935;10338;43505;88700
bmw.be;8294425;11060;41371;81828
blueovalfanatics.com;4130479;1016;1762;74491
bluelight.org;2574766;1787;200;25457
blueelephant.co;14718747;30714;4694;62719
bluedragonlottery.com;9798760;971;4442;88183
bloomingtonmn.gov;8145982;945;41512;162113
blogher.com;7704167;2996;7737;97848
blinde-kuh.de;9621132;1;29711;12633
blavity.com;7926511;559;2804;149574
blankapparel.com;1980331;2576;17073;21618
bladi.info;3331405;2480;428;67226
bladeforums.com;2267750;7886;200;24593
black-up.kr;239080;0;0;5202
blacktowhite.net;1623778;2670;200;17515
blackpeach.co.kr;4853920;8;3634;4638
blackpantera.ru;2692163;478;18338;43254
blackenterprise.com;15722370;4605;65680;225207
blackagendareport.com;2698778;975;9483;10919
bjpenn.com;9689923;14537;67452;90988
biwako-visitors.jp;5492707;7120;28109;56735
bitsler.com;9837358;899;32479;55251
bitmex.com;6366911;38;6020;112501
bite.lv;9594158;4052;35447;103817
bite.lt;8132195;12280;45286;82953
bitcoinprice.com;2686721;676;28904;42145
bitcoin.com;7396168;3139;238;82386
birgun.net;6565876;2122;9906;59068
birdforum.net;4224838;7113;347;58353
bioguia.com;4194466;1088;11122;60277
binary.me;14555861;240;23348;193556
bimmerfest.com;5945726;1058;2000;102169
billiger-mietwagen.de;5379081;10155;200;82237
billiger.de;2239965;1;15429;29300
billerickson.net;1303494;2145;6255;12579
bilgalleri.dk;6865951;5862;14113;65698
biletik.aero;13450686;11423;44832;219766
biletall.com;2897492;2074;250;26262
bikewale.com;6597179;3927;7737;108837
bike-magazin.de;8985720;5408;50866;114126
bigspaceship.com;3190143;13783;200;44463
bigshyft.com;2560673;657;3699;44113
bigodino.it;2101808;1634;7289;34850
bigo.tv;4596320;5694;1521;59387
bigiron.com;4467403;5618;17816;54079
biggo.com.tw;2832366;2879;30373;30624
bigfm.de;7041439;452;11984;104520
bigbasket.com;7969807;5411;18266;87966
bigbangnews.com;9537216;5034;16035;136673
bigbang.si;12604150;5633;44567;173882
bigam.ru;8124034;2716;38082;112713
bienici.com;10466253;256;40841;169224
bidvine.com;8773284;2226;19647;140562
bidbarg.com;1609418;2697;18527;11926
bicycling.com;4439851;9374;3274;58232
bibliography.com;5718652;1127;11769;100278
bibliaonline.com.br;5102641;308;2915;106728
biblestudytools.com;6872017;6189;26943;85014
bhaskar.com;6680316;9634;200;121539
bgland24.de;6026365;2809;15481;90522
bfu.ch;3544648;1768;9991;38153
bfm.ru;7540577;8;17116;86793
bezeqint.net;12905085;0;0;0
bexplus.com;3215786;479;22834;25990
bettymills.com;8142731;5390;27542;82747
betshop.gr;5168468;4523;5105;66225
betflip.io;13062408;771;20557;132948
bet-at-home.de;6051608;8;36859;85863
betanews.net;6192785;6;22129;130293
best-shopme.com;6486742;483;74410;49176
bestreviews.guide;5245460;4699;22981;67208
bestproducts.com;5195704;10400;3266;58069
bestprice.gr;3817824;4485;28086;58801
bestofsigns.com;15333056;16018;9037;217108
bestmebelshop.ru;4953798;571;5937;70587
bestfreecams.club;5869078;95;34681;83742
bestdeals.today;6927015;1065;1640;112104
bestcripto.xyz;5810140;1871;29990;60989
bestcanvas.ca;3325769;2921;8242;35724
bertina.ws;3255118;5;22287;29703
bertina.us;2978045;2;19976;26346
bertina.ir;2811888;5;22287;29703
berrycast.com;22338513;1811;18753;160579
beobachter.ch;11067901;5024;38381;159748
benzworld.org;5837516;1051;1762;99571
bentoncosmetic.com;11131184;21143;22175;105837
bengaluruairport.com;8091851;2038;31004;90608
bendigoadvertiser.com.au;14033912;11715;59769;205457
benavides.com.mx;5549371;1679;10568;39231
be-nature.com;3304074;28985;735;13378
belvilla.nl;8106969;579;74215;91590
belnovosti.by;5236354;2307;2042;102567
bellflight.com;12071679;3609;47937;97556
beliefnet.com;8574747;2996;33091;133750
belezanaweb.com.br;5019702;880;17947;69130
begadistrictnews.com.au;13284976;10822;59346;182720
befunky.com;12146632;841;10971;169551
beesource.com;6250292;1329;1762;109437
beermoneyforum.com;8146182;5474;891;48069
beepbox.co;2120048;154;1896;20509
beeldengeluid.nl;8162220;1175;30053;47617
bedbathandbeyond.com;6468926;3874;200;99406
becker.com;6417666;1863;39370;54661
beawara.com;5574366;1173;36353;67703
beavercreek.com;8850655;3688;31841;86843
beauty-shop.ru;13334039;885;17651;205467
beautynesia.id;12254069;2296;6998;108799
beautyhome.ir;4726410;1313;24042;49929
beaumont-tiles.com.au;6765337;3463;30036;80387
bdoutdoors.com;8347167;5664;24450;117539
bd-journal.com;22682320;1945;74312;285477
bdfutbol.com;5800441;783;35638;89556
bcr.ro;6845042;7210;7431;70223
bcf.com.au;11446843;605;50863;106356
bcci.tv;4412893;6315;16449;17910
bbongbra.co.kr;7008926;459;21308;100186
baywa-re.com;5768470;897;28427;75835
baytoday.ca;3253828;2217;6182;53687
bauhaus.com.tr;4046241;1241;23949;44998
bauen.de;2868201;3;1284;41333
baudville.com;20106493;29669;17828;98997
batons.co.kr;2830574;25262;0;9606
batirama.com;6273300;246;26497;80562
batimes.com.ar;8075800;9026;31351;104062
bartarinha.ir;8688065;3661;16989;13704
barryplant.com.au;8202400;6480;22869;134850
barrietoday.com;3462315;2241;6432;63437
barnsley.gov.uk;2001954;1;6342;21384
bariloche2000.com;10532886;2270;25866;180530
bareksa.com;10463109;8751;7798;134833
barandbench.com;7260383;30657;295;109994
baqend.com;4347303;2693;424;74259
bantennews.co.id;1993531;1616;49445;6114
bannerbuzz.com;12126918;18975;1005;149493
bankofengland.co.uk;3535299;2104;19278;28470
banki.ru;9092654;10128;10622;138639
banglatribune.com;12152713;13039;15070;170076
banglachotikahinii.com;2964916;5;16888;45653
bangkokpost.com;515209;291;63;2323
bangkokhospital.com;3373543;461;264;42778
banggood.in;7404195;799;20601;41876
banggood.com;7746560;876;20635;44283
bandwidthplace.com;2406280;1063;11331;53259
bandlab.com;4960927;1978;38105;64235
bandier.com;18396319;3680;44390;248021
bancounion.com.bo;4142364;2348;37064;21007
bancoripley.cl;6983120;3487;40216;56282
baladnaelyoum.com;5140548;1802;16600;101566
bakuelectronics.az;10706197;3521;34272;93562
bakedbyanintrovert.com;5758114;3088;5304;76062
bajajfinserv.in;12023751;3837;41654;128634
bajajallianzlife.com;2555877;5148;7866;36409
baixarfilmetorrent.net;728389;534;4430;7546
baianat.com;5485728;79;224;87010
badgerandblade.com;2957735;2004;298;32345
backyardchickens.com;7405547;3644;5165;118677
bachelorsportal.com;5094084;1448;6351;94390
bac35.com;7080236;1967;12740;129770
baby-kingdom.com;9829497;5199;25259;116750
babygames.com;3222617;683;382;54323
b4bschwaben.de;6238901;1;10223;61578
azubi.de;2412650;1895;27762;31904
az-online.de;3854815;3;13595;65474
azerishiq.az;17454498;2066;31711;107482
azazie.com;8677950;598;1871;148947
azafashions.com;4907229;7214;21826;36750
azadliq.org;2928249;2612;18637;40136
ayojakarta.com;5079510;984;13233;78030
aykiri.com.tr;5562688;13248;844;95499
axamansard.com;3616568;5447;21713;34304
awwwards.com;1940008;10604;200;27042
awras.com;3306554;10754;6096;51247
awaan.ae;25005420;4282;14;115482
avsforum.com;5811531;1064;2000;102229
avrotros.nl;9524196;21019;8969;35681
avivaindia.com;3984355;4255;41267;27782
aviscarsales.com;9037474;4931;37427;151821
avinapardaz.com;2119612;790;22214;5102
aviasales.ru;19071994;11888;35930;315285
avantrip.com;9536111;2602;5691;131148
avaloncommunities.com;3858405;995;10483;67341
autoweek.com;4666277;10242;3311;58707
autoweb.com;4898523;1721;3790;30602
autotrader.com.au;8804190;5622;6162;150357
autotalli.com;9359668;26;54805;113427
auto-swiat.pl;9341343;3570;14099;150810
autosite.com;5873290;2199;6944;107435
autoscout24.ru;7566052;2930;21140;120424
autoscout24.nl;7191004;3244;21446;106175
autoscout24.it;9015385;3494;21790;135091
autoscout24.fr;8879986;3343;21790;133990
autoscout24.es;8269506;3332;21859;122958
autoscout24.de;6400068;3383;18081;99128
autoscout24.com;7938167;2707;21140;125133
autoscout24.at;9410848;3471;21871;145986
automobile-sportive.com;10929894;0;0;0
automobile-propre.com;8870501;6112;64621;138975
automobile.it;4528090;15;200;82197
autoklad.ua;1923572;961;27972;19751
autofun.co.th;4247456;952;4740;50517
autofun.co.id;4615972;13001;4740;50208
autofastcoin.com;5522055;4;74239;46731
autoextrem.de;6225875;2488;4438;25789
autocreditexpress.com;6452653;5889;12017;84657
autocompas.ru;4229583;4782;35232;53191
autobazar.eu;6076012;6470;10508;69138
autoauctionmall.com;10701613;5265;262;141215
autabuy.com;6356141;2172;8641;69957
australia.com;25407023;4687;33017;327348
ausmed.com;7628661;1464;22687;78951
august-shop.kr;3834371;20181;28;7461
augur.net;4143229;5271;104;46482
audleytravel.com;5337778;2058;16198;76651
audi-sport.net;7445508;8843;264;102398
audiotool.com;11946303;552;14509;55399
audiomusica.com;9763224;582;38679;129897
aubank.in;5028122;3230;21851;63919
att.com;11747010;3660;32221;168869
atresplayer.com;12978771;2619;200;161176
atrafshan.ir;834457;1;14138;9563
atompark.com;3518907;2431;22765;41081
atombank.co.uk;8171007;3684;201;40814
atmmarketplace.com;5942976;943;30935;76853
atleticodemadrid.com;17173700;3654;32948;104885
atletico.com.br;8568570;61;14706;110265
athenaeumhotel.com;5953207;3932;17478;99887
atb.su;7231258;780;22188;78296
atasay.com;10391755;1676;63440;73386
astrosage.com;7885224;3229;15903;144051
astrolink.com.br;4729795;1873;8334;68339
astrocamp.com;5705497;1871;11576;82906
astraweb.com;7037670;1166;14505;85340
astonhotelsinternational.com;5287324;1242;38608;73257
assetworks.com;4133967;130;14938;53038
asriran.com;421380;0;408;1033
aspor.com.tr;7031334;6766;28651;107879
asociaciondeinternet.mx;8149575;2508;64890;54001
askona.ru;14313338;4047;27975;139490
askmea2z.com;1884249;1019;4230;11219
askapollo.com;6534991;6479;15710;61835
ask.fi;976516;611;200;13032
asianfanfics.com;3656507;1003;4560;59429
asiabet.org;1933332;986;21148;23872
ashokleyland.com;7453811;1054;200;58704
ashleystewart.com;11511925;1347;30745;101620
ashianahousing.com;5207868;3071;35882;54410
asadventure.com;11703946;728;76710;163950
arzum.com.tr;17692379;3586;16862;155016
artrabbit.com;3192056;668;10775;45641
artnews.com;12457943;3262;6016;110835
artesyn.com;8531487;684;25504;136837
arteli.com.mx;6565750;4;21232;48094
ars.com;11492505;2929;26476;134628
arrse.co.uk;4340484;2905;2751;55266
aros.dk;5306208;17220;15899;30858
aromatica.co.kr;3459870;522;13783;35164
aromatica.co;15799112;65098;8681;54086
armoury-online.ru;5036272;1425;1088;98544
argia.eus;5753180;3;49924;29051
ardmediathek.de;5264450;11622;784;55586
ardaudiothek.de;3197384;1;200;55315
architecture.org;7247864;5474;18204;51329
archidekt.com;11254322;36;30143;156448
archerytalk.com;5944303;1052;1762;99417
archant.co.uk;9686293;4226;45443;146314
arch2o.com;8299053;2366;122048;85222
arcelik.com.tr;10083688;5226;25138;97811
arboristsite.com;2264569;3689;424;18829
aqua-calc.com;399225;477;2481;2612
aqarcity.com;1354071;2898;200;14698
apthai.com;5138838;2343;12359;78817
aptekazhivika.ru;5837462;1811;11072;102666
apt2b.com;9131267;10;35470;41494
appypie.com;3519154;13043;2447;52898
appverticals.com;3700973;2513;31948;45519
appurse.com;2797862;1784;4704;56535
apptuts.net;6527338;2221;22554;103159
appolicious.com;3875716;939;20842;77029
appfolio.com;10147249;46747;4655;126520
apotheek.nl;2046593;897;7542;29120
apollopharmacy.in;8127103;3619;10525;107786
apollo247.com;5040551;675;3432;91305
apivita.com;5250569;144;239;98477
apart.pl;7691309;4874;18349;107767
apapers.net;4868591;620;27448;74371
ap7am.com;5102354;5176;2300;57234
aohostels.com;7118951;4290;16761;79965
aoeah.com;2550024;2332;12594;40618
anwbcamping.nl;9275279;1142;25730;113580
antyradio.pl;14913519;4253;28980;230045
antvklik.com;8367542;985;20840;139516
antronio.cl;2471992;2174;3509;23262
antivirus.com;6947104;2912;73638;66697
antiques-atlas.com;1502908;900;6183;21831
antibk.org;2551685;1621;17321;28002
antena3.com;4686539;5602;21107;49213
anten.ir;3372015;22;200;43835
antarvasnax.com;5585985;1352;37732;67680
answers.com;3236479;12894;244;44154
anntaylor.com;7484294;2492;17218;96912
anniecloth.com;12768274;61802;2092;153171
anjammidam.com;4646791;2103;32092;46700
altaforja.com;9398;1;200;0
animesail.com;3655020;588;4567;31826
animeon.moe;4192155;1361;5193;57110
animemult.ru;7246011;477;8118;33097
animelatinohd.com;4651724;1098;5389;66735
anime2tv.org;4257822;15314;200;39012
anhanguera.com;8272518;11403;25051;96852
angularjswiki.com;4794307;3097;200;100823
angi.com;5370610;2907;12474;85566
anghami.com;8713136;671;11191;83567
angara.com;4615912;10353;1856;45311
anews.one;7730362;727;29185;131639
androidinfotech.com;3520837;478;9694;65786
android-hilfe.de;3739751;4041;2057;63601
andreani.com;10108545;1697;39003;105161
andorradifusio.ad;13438427;6777;24176;158405
analyticsinsight.net;7730269;1485;53676;75559
analystforum.com;13474924;2;20977;204317
amvo.org.mx;2323539;1;74914;5973
amsterdam-dance-event.nl;4544245;1114;16662;64348
amorino.com;2956749;4723;200;41157
am-online.com;5894795;545;18586;103437
amomstake.com;5449194;1828;3802;77596
amoad.com;4822629;12118;208;81746
ammunitiondepot.com;9826572;807;42873;147970
amerisave.com;5184854;3268;29724;37101
amerikaninsesi.org;4552666;4176;18630;61915
amerikaninsesi.com;8644572;4426;37067;156629
americanolean.com;15983292;1343;17138;11914
americanmusical.com;21560701;27416;23444;197281
americangolf.co.uk;12002373;1200;27170;140973
americanexpress.com;2761631;644;18566;34225
ameliarueda.com;3765125;3672;200;66252
ambev.com.br;16231338;28455;43077;63558
amberescoin.com;2809908;194;23947;31865
amarstock.com;1999862;731;17463;17797
amad.ps;7220369;2642;21489;27023
ama-assn.org;10972941;2643;42648;185668
alyxstudio.com;10183630;1342;12567;85121
alyuwm.com;2592326;2707;37404;12672
alwatanvoice.com;9642603;3895;23486;141808
altsehat.com;4863643;512;24517;61380
altroconsumo.it;5412520;1648;15970;81177
altinbas.com;5798915;1476;22488;83077
alternatehistory.com;1184353;857;200;14942
altchar.com;3171896;2403;11749;53192
altbalaji.com;16384605;2332;11888;293080
altaonline.com;4226422;8946;3350;55431
alsoug.com;6592625;5048;56565;77763
als.com;7422259;1656;21558;95230
alpinabook.ru;13230398;751;24209;192838
alphr.com;3642762;953;892;72513
alphaporno.com;3369001;100;4918;14450
alphamega.nl;5273151;1341;31853;44906
alphacute.com;3212640;1323;3009;69408
alo.rs;8054687;11336;12365;80886
alltime.ru;16901715;4129;19599;233650
alltechslot.com;2664043;1271;38938;26868
allruay.com;1939387;1779;44679;4502
allpeliculas.io;8957277;12843;24715;87556
allparts.com;5827938;1013;28034;85486
allpar.com;5771788;1153;1762;99331
allmusicals.com;3045575;481;5808;62265
allmenus.com;1431550;886;14035;14138
allianceonline.com.my;800992;734;2478;3920
allfordmustangs.com;7230222;1086;1762;128249
allesoversport.nl;8165907;20461;21952;76674
allensolly.com;8766460;3140;18180;119753
alldeaf.com;2860021;4275;270;53398
allbud.com;2606697;651;17690;40786
allaroundmoving.com;2450679;29131;20934;11434
allaboutphilosophy.org;155525;1426;200;2153
alkosto.com;9067557;21604;46384;65663
alkmaar.nl;2996152;3362;25929;28419
alkaramstudio.com;9485959;1979;28232;70551
alittihad.ae;6734929;1534;39341;92791
alimirsadeghi.com;3794738;1881;14422;44159
alignprobiotics.com;4815425;4;202;79920
aliexpress.ru;7858330;6245;17453;104717
alibabatravels.co;5555720;1470;21580;82143
alibaba.ir;5977471;1980;21780;85373
alibaba.com;16439664;17536;17964;153452
alfaromeousa.com;12809380;5225;32302;194523
alfabb.com;6000988;1111;1762;99323
alfabank.by;5869987;844;18475;87820
alexia.fr;1933024;945;13209;23786
alexamaster.net;1249567;2;17620;15445
alemancenter.com;5529237;9109;20207;110752
insuit.net;3716273;1340;8840;57851
albayan.ae;8422812;3537;8526;91480
albat.com;6511983;4906;200;107294
alaskahighwaynews.ca;3425821;2434;6270;59131
alamo.co.uk;8805513;2010;28469;128784
alalamtv.net;3886869;3054;21180;14776
akweb.de;734756;826;4852;6138
akusherstvo.ru;7282563;2919;20915;53817
aksigorta.com.tr;11521793;7532;11325;107509
akseleran.co.id;18276600;1296;30579;302649
aklamator.com;16043901;1178;33802;117032
akiba-online.com;3240446;6377;17885;19624
ajobthing.com;12385024;3727;48985;163614
ajabgjab.com;16981320;1280;22536;205685
aitrillion.com;6458298;4369;60420;57348
airydress.com;8177227;12549;328;86754
airtelxstream.in;4523620;595;21758;66250
airtel.in;1090089;1;2739;14848
airship.com;6958747;25;50200;78805
airdrietoday.com;5168729;2574;6186;54997
airbnb.it;11269134;13686;1825;160386
airbnb.com.br;11271803;13717;1825;160386
airbnb.nl;11190837;13725;1825;160401
airbnb.co.uk;11267353;13723;1825;160372
airasia.com;2728732;1;0;50172
aic.edu;2939331;649;27395;27524
ahangboxi.ir;3782220;1475;9328;40424
aha.video;12714716;2568;17705;187336
agroxxi.ru;11630931;2;36878;191456
agoda.com;11490353;2;36878;191458
agnitas.de;5902114;2;88578;28094
afteroffers.com;5126482;5390;13628;69099
aftabir.com;22200484;4789;13380;62920
afristay.com;3037348;8339;5191;16034
africaparent.com;7404196;1508;24140;127676
africahunting.com;2088647;1732;0;18561
afisha-ua.com;7279196;543;9823;69351
affordabletours.com;3990485;1565;16812;66486
affordable-papers.net;3370161;1297;21285;52807
affiliaxe.com;10539215;574;12610;170613
affiliatefix.com;8049207;5216;742;18589
afaqs.com;4295136;9309;450;67863
aetrex.com;14215399;4623;51641;193543
aerotelegraph.com;17767177;546;34964;190677
aegonlife.com;4926833;1658;23196;57517
adzbux.com;5361256;483;25150;68489
adz7short.space;3095194;6;9896;62808
adventuresofanurse.com;6106806;2696;7070;84376
adventureacademy.com;7592675;4962;1066;88920
adss.com;8578781;3675;18211;143108
adslzone.net;3686720;4431;17693;62549
adperfect.com;3891897;3563;21933;32881
adnsur.com.ar;13484490;34097;24892;195464
admagazine.fr;5398461;1275;3963;66049
adidas.co.id;8217428;22;1495;162534
adib.ae;3118221;2111;22944;39552
addnine.com;2672294;8;200;51595
add.ua;9284041;2436;12652;106429
adcb.com;6152166;3681;39733;45550
adaware.com;5270699;919;13782;74553
acurafinancialservices.com;3215042;9018;206;10339
actualno.com;6064272;3852;14125;97500
actualite.cd;9609248;490;24681;97357
actioncontrelafaim.org;3623590;3187;16830;33023
acponline.org;6105566;2769;34884;62465
acko.com;6785586;2994;320;99154
acfun.cn;3193335;1881;2426;35023
acepi.pt;26087982;26927;16424;34999
acedarspoon.com;6727464;2618;26714;85293
accuwebhosting.com;2773140;3495;4179;48767
accorplus.com;5582474;1125;20184;89910
absolventa.de;2458227;2005;27782;32381
absolutdrinks.com;3712759;7395;200;70499
abplive.com;11521588;9768;7142;215110
aboutyou.ro;10547806;25205;6076;154132
aboutyou.lv;10525637;24193;6076;154131
aboutyou.hu;10077061;3075;6076;154132
aboutyou.de;11167052;35417;6076;154131
abluestore.com;7497234;25767;3333;32298
ab-in-den-urlaub.de;7543663;10602;33616;79654
abhibus.com;4253057;1083;35794;43070
abc.com.py;12861543;14704;29335;186611
abarbazar.com;6404527;3052;73493;44025
aba.org;7061325;2570;71604;51883
aaj.tv;18450923;2982;11353;46278
a11yproject.com;506422;226;4062;3735
a9vg.com;6447877;5430;14443;25817
a5.ru;3774207;589;33069;28572
a1.hr;16712166;5032;104326;134454
11888.gr;5371036;896;36486;65566
6677g.com;4047737;262;23264;55263
06274.com.ua;5455660;783;32196;85416
5692.com.ua;6913172;942;33316;112230
05366.com.ua;5804778;1439;32584;93837
3652.ru;7273098;598;32508;116438
1911forum.com;5333380;1117;1762;96150
1688sexygame.co;17805888;21888;52760;192656
1177.se;3544788;9825;22263;38254
1001tur.ru;18648203;4830;56411;201272
999.money;2176417;147;18521;28430
0935e.com;2602903;202;14577;37945
750g.com;4459665;3382;4824;64153
680news.com;10038143;8379;35445;78939
660citynews.com;8967251;7834;35375;73975
0642.ua;7527108;66;32875;133111
0629.com.ua;8764406;596;32196;114312
0542.ua;5316118;781;32508;75619
360dialog.com;2238817;2698;15479;19512
0352.ua;5667089;875;32665;76081
0223.com.ar;11424489;4374;49148;195218
0221.com.ar;9190802;1013;9466;83482
220-volt.ru;6932928;1224;23745;99403
220-electronics.com;10911267;1374;59656;159769
180smoke.ca;9730422;506;14843;107401
126.com;2326708;240;4958;42832
123malayalee.com;7388984;65;7993;144612
123calendars.com;8398388;3683;37008;128631
103.kz;6276867;1156;10214;104929
103.by;5760703;1086;10217;100891
100.com.tw;3892928;1792;14576;56399
99.co;7011557;2511;7362;63563
91mobiles.com;7219221;3890;17576;140852
62.ua;7343504;64;32805;122551
61saat.com;2819421;4695;18064;28508
61financial.com.au;10171731;2089;18029;167548
057.ua;657079;1;31013;265
55online.news;8441295;478;10127;104047
048.ua;9200403;607;33117;130863
44.ua;2989265;639;31013;45988
034portal.hr;13579764;3514;40665;189199
032.ua;8024046;608;33117;113010
28dayslater.co.uk;2970130;2877;235;43797
25ans.jp;10879258;12073;3405;173180
24ur.com;4870778;7116;10153;28640
24sata.hr;13113485;1522;40307;219035
24-heures-photos.com;10115797;5172;6392;86834
20minutes.fr;6125312;26;18629;115647
19-man.co.kr;3388664;26269;735;2626
15minutefun.com;3645476;8;3381;81371
14ymedio.com;10030794;2262;7919;182120
13.cl;8707614;3203;10591;140820
9volto.gr;5735433;1017;22995;66801
9luckybits.com;9882917;13;83750;143648
9bob.net;8266013;743;1139;51736
8thcivic.com;5674796;1100;1762;99531
8fat.com;7614020;812;1762;51815
8coupons.com;10892661;3115;2934;142429
7x7.com;10888773;7769;12085;196825
6play.fr;11778964;4556;5555;195766
6bob.net;6326986;1394;1283;52508
5min.at;15637872;5272;32087;207976
4x4brasil.com.br;4238178;7669;49;68147
4shared.com;3027835;1002;16035;42277
3dvf.com;10075280;2223;83612;111277
3dfindit.com;8355666;1;13273;90734
3click.com;5567038;24816;996;73927
2net.co.il;3309463;2249;4305;60535
2nabsh.com;9996519;3316;14333;174620
2gud.com;7194347;6724;30088;122860
2foodtrippers.com;6170131;2906;5476;88591
1yuz.com;9697305;8327;396;17312
1sale.com;15024670;11761;25661;40368
1rnd.ru;5884475;50;32508;87212
1obl.ru;15818319;2505;33971;238839
rodobens.com.br;4300401;2800;13222;46989
gnula.me;4533710;3875;23337;43212
wsb.edu.pl;8263294;2814;29777;51639
writingbee.com;3567096;2487;12092;43089
wpnovin.com;7078973;159;66758;56619
wowbodyslim.com;12791431;664;85907;100604
wotpack.ru;8458477;3040;61647;123411
wotexpress.info;13386038;4464;44235;185664
worldtravelfamily.com;5293857;2808;7389;74482
worldmsday.org;6094594;1764;30104;127692
worldgamenews.com;5134557;758;15134;76601
wolf.bet;10463269;484;17549;128924
wnjradio.com;2365610;2939;1060;50368
wkruk.pl;17788410;5457;32855;200250
wisesight.com;8495115;591;72971;60701
wisconsinwatch.org;14086753;635;24298;250895
wildearth.tv;20099469;6869;39703;399159
wifigid.ru;5617001;1966;15605;29009
wifenow.net;1938594;5226;232;23051
business.com;5250180;1816;36451;73499
makerobos.com;3853834;946;8238;52009
whitefoxboutique.com.au;9402275;4055;22706;128418
whitefoxboutique.com;9402275;4055;22706;128418
wheelofnames.com;6863538;167;37593;112541
whatwg.org;24845;172;309;62
whatsupnewp.com;5000577;11;424;84732
whatsgrouplink.com;5150451;3998;15919;81051
whatoplay.com;9496445;8806;11361;138004
whatismyip.li;6508083;4842;10209;131607
whatismycountry.com;4193289;2672;1315;74888
whatagraph.com;2936533;2336;30008;30780
westliberty.edu;4134071;1007;23697;65029
weplay.tv;9781619;2681;35040;191108
welovetrump.com;8907576;1739;40438;106937
welovebudapest.com;2369278;1019;200;28563
wellnessmama.com;9684553;193;18171;163126
wedevs.com;6656389;1613;29647;88887
webwave.me;6001304;12;47890;101839
thomasnet.com;10792326;123;20266;180779
